,Name,GP,FGA,FG_percent,3P Made,3P_percent,FTM,FT_percent,OREB,AST,STL,BLK,TOV,TARGET
717,Eric Maynor,81,4.5,41.8,0.3,31.0,0.6,72.2,0.3,3.3,0.5,0.1,1.1,1
718,A.J. Price,56,6.3,41.0,1.1,34.5,1.1,80.0,0.2,1.9,0.6,0.1,1.1,1
719,Karl-Anthony Towns,82,14.1,54.2,0.4,34.1,2.7,81.1,2.8,2.0,0.7,1.7,2.2,0
720,Jordan Hill,47,4.3,49.3,0.0,0.0,1.0,67.6,1.6,0.4,0.3,0.5,0.6,1
721,Austin Daye,69,4.3,46.4,0.4,30.5,0.7,82.1,0.5,0.5,0.4,0.4,0.7,1
722,Chris Hunter,60,3.6,50.2,0.0,0.0,0.9,75.4,0.9,0.6,0.2,0.6,0.5,0
723,Jon Brockman,52,2.0,53.4,0.0,0.0,0.7,59.7,2.0,0.4,0.3,0.1,0.4,0
724,Garrett Temple,27,3.7,43.6,0.5,35.1,1.3,70.0,0.2,0.8,0.5,0.2,1.0,1
725,Jodie Meeks,60,4.5,38.8,0.7,31.8,0.5,79.5,0.1,0.7,0.3,0.1,0.4,1
726,Dante Cunningham,63,3.4,49.5,0.0,0.0,0.5,64.6,0.9,0.2,0.4,0.3,0.2,1
727,DeMarre Carroll,71,3.1,39.6,0.0,0.0,0.5,62.3,0.7,0.5,0.4,0.1,0.3,1
728,Jeff Ayres,39,1.7,66.2,0.0,0.0,0.5,90.0,0.6,0.0,0.2,0.4,0.3,1
729,Jeff Teague,71,3.2,39.6,0.1,21.9,0.6,83.7,0.1,1.7,0.5,0.1,0.7,1
730,Derrick Brown,57,2.6,46.3,0.0,28.6,0.8,66.7,0.5,0.3,0.4,0.2,0.3,0
731,DaJuan Summers,44,3.0,35.4,0.3,35.7,0.6,71.1,0.3,0.4,0.2,0.2,0.4,0
732,Gerald Henderson,43,2.4,35.6,0.1,21.1,0.8,74.5,0.3,0.3,0.2,0.2,0.3,1
733,Gerald Henderson,43,2.4,35.6,0.1,21.1,0.8,74.5,0.3,0.3,0.2,0.2,0.3,1
734,Earl Clark,51,3.0,37.1,0.0,40.0,0.5,72.2,0.4,0.4,0.1,0.3,0.5,1
735,Cedric Jackson,12,1.7,30.0,0.1,16.7,0.6,58.3,0.2,1.2,0.3,0.2,0.9,0
736,Marcus Landry,18,2.4,37.2,0.5,32.1,0.2,60.0,0.3,0.0,0.1,0.1,0.3,0
737,Jahlil Okafor,53,14.7,50.8,0.0,16.7,2.5,68.6,2.3,1.2,0.4,1.1,2.3,0
738,Lester Hudson,25,2.1,39.6,0.2,31.3,0.4,84.6,0.3,0.5,0.3,0.1,0.6,0
739,O.J. Mayo,82,15.6,43.8,1.8,38.4,3.0,87.9,0.7,3.2,1.1,0.2,2.8,1
740,Derrick Rose,81,14.9,47.5,0.2,22.2,2.4,78.8,1.2,6.3,0.8,0.2,2.5,1
741,Eric Gordon,78,11.6,45.6,1.7,38.9,3.8,85.4,0.6,2.8,1.0,0.5,2.1,1
742,Russell Westbrook,82,13.4,39.8,0.4,27.1,4.3,81.5,2.2,5.3,1.3,0.2,3.3,1
743,Mario Chalmers,82,8.1,42.0,1.4,36.7,1.8,76.7,0.5,4.9,1.9,0.1,2.0,1
744,Brook Lopez,82,10.3,53.1,0.0,0.0,2.1,79.3,2.7,1.0,0.5,1.8,1.8,1
745,Jason Thompson,82,8.7,49.7,0.0,0.0,2.4,69.2,2.9,1.1,0.6,0.7,1.8,1
746,D.J. Augustin,72,8.6,43.0,1.5,43.9,2.9,89.3,0.2,3.5,0.6,0.0,1.6,1
747,Justise Winslow,78,5.9,42.2,0.4,27.6,1.0,68.4,1.0,1.5,0.9,0.3,1.2,0
748,Kevin Love,81,8.5,45.9,0.0,10.5,3.3,78.9,3.4,1.0,0.4,0.6,1.5,1
749,Courtney Lee,77,7.0,45.0,1.1,40.4,1.0,83.0,0.2,1.2,1.0,0.2,0.9,1
750,Michael Beasley,81,11.8,47.2,0.4,40.7,2.3,77.2,1.4,1.0,0.5,0.5,1.5,1
751,Brandon Rush,75,7.7,42.3,1.0,37.3,0.6,69.7,0.5,0.9,0.5,0.5,1.0,1
752,Anthony Morrow,67,8.0,47.8,1.3,46.7,1.2,87.0,1.2,1.2,0.5,0.2,0.8,1
753,Greg Oden,61,5.8,56.4,0.0,0.0,2.4,63.7,2.8,0.5,0.4,1.1,1.4,0
754,Kyle Weaver,56,4.4,45.9,0.6,34.4,0.7,70.7,0.6,1.8,0.8,0.5,1.2,0
755,Ryan Anderson,66,6.2,39.3,1.0,36.5,1.5,84.5,1.6,0.8,0.7,0.3,0.9,1
756,Darrell Arthur,76,5.7,43.8,0.0,0.0,0.5,66.7,1.4,0.6,0.7,0.7,0.6,1
757,George Hill,77,4.8,40.3,0.3,32.9,1.5,78.1,0.4,1.8,0.6,0.3,1.0,1
758,Marreese Speights,79,6.4,50.2,0.0,25.0,1.3,77.3,1.6,0.4,0.3,0.7,0.6,1
759,JaVale McGee,75,5.2,49.4,0.0,0.0,1.4,66.0,1.6,0.3,0.4,1.0,0.8,1
760,Mike Taylor,51,5.2,41.2,0.3,32.5,1.1,69.1,0.4,2.1,0.7,0.0,1.4,0
761,DeAndre Jordan,53,2.8,63.3,0.0,0.0,0.8,38.5,1.4,0.2,0.2,1.1,0.8,1
762,Roy Hibbert,70,6.0,47.1,0.0,0.0,1.4,66.7,1.6,0.7,0.3,1.1,0.8,1
763,Bobby Brown,68,5.3,39.2,0.7,34.6,0.5,79.1,0.2,1.7,0.3,0.0,0.9,0
764,D'Angelo Russell,80,12.0,41.0,1.6,35.1,1.8,73.7,0.6,3.3,1.2,0.2,2.5,0
765,Chris Douglas-Roberts,44,4.0,46.0,0.1,25.0,1.2,82.3,0.3,1.2,0.3,0.2,0.7,1
766,Jerryd Bayless,53,3.6,36.5,0.1,25.9,1.6,80.6,0.2,1.5,0.3,0.0,1.1,1
767,Cory Alexander,59,4.2,41.6,0.3,34.8,1.0,69.9,0.7,0.7,0.3,0.5,0.9,1
768,Cory Alexander,60,2.6,40.6,0.4,39.4,0.3,64.0,0.2,2.0,0.5,0.0,1.1,1
769,Kosta Koufos,48,3.9,50.8,0.0,0.0,0.8,70.6,1.0,0.4,0.3,0.7,0.5,1
770,Rob Kurz,40,3.3,38.9,0.4,39.5,1.0,80.0,0.8,0.5,0.3,0.5,0.4,0
771,Anthony Tolliver,19,3.4,29.2,0.5,22.0,0.3,50.0,0.6,0.9,0.3,0.1,0.4,1
772,Devin Booker,76,11.4,42.3,1.3,34.3,2.8,84.0,0.4,2.6,0.6,0.3,2.1,0
773,Robin Lopez,60,2.3,51.8,0.0,0.0,0.8,69.1,0.9,0.1,0.2,0.7,0.5,1
774,Darnell Jackson,51,1.7,43.0,0.0,0.0,0.5,68.6,0.6,0.2,0.2,0.1,0.3,0
775,Sean Singletary,37,2.3,36.5,0.3,40.0,0.5,85.7,0.3,0.8,0.3,0.0,0.6,0
776,Kevin Durant,80,17.1,43.0,0.7,28.8,4.9,87.3,0.9,2.4,1.0,0.9,2.9,1
777,Jeff Green,80,9.4,42.7,0.3,27.6,2.2,74.4,1.3,1.5,0.6,0.6,2.0,1
778,Jamario Moon,78,7.4,48.5,0.5,32.8,0.8,74.1,1.2,1.2,1.0,1.4,0.7,1
779,Al Thornton,79,11.0,42.9,0.5,33.1,2.7,74.3,1.2,1.2,0.6,0.5,1.6,0
780,Mike Conley,53,8.3,42.8,0.6,33.0,1.7,73.2,0.4,4.2,0.8,0.0,1.7,1
781,Stanley Johnson,73,8.2,37.5,0.9,30.7,1.1,78.4,0.8,1.6,0.8,0.2,1.6,0
782,Daequan Cook,59,8.7,38.1,1.3,33.2,0.8,82.5,0.3,1.3,0.4,0.1,1.1,1
783,Corey Brewer,79,6.2,37.4,0.1,19.4,1.1,80.0,1.0,1.4,1.0,0.3,1.1,1
784,Thaddeus Young,74,6.6,53.9,0.1,31.6,1.0,73.8,1.6,0.8,1.0,0.1,0.9,1
785,Joakim Noah,74,5.0,48.2,0.0,0.0,1.8,69.1,2.4,1.1,0.9,0.9,1.2,1
786,Wilson Chandler,35,6.9,43.8,0.3,30.0,1.0,63.0,1.1,0.9,0.4,0.5,0.8,1
787,Rodney Stuckey,57,6.7,40.1,0.1,18.8,2.2,81.4,0.6,2.8,0.9,0.1,1.4,1
788,Jared Dudley,73,4.8,46.8,0.1,22.0,1.2,73.7,1.7,1.1,0.8,0.1,0.7,1
789,Sean Williams,73,4.2,53.8,0.0,0.0,1.1,60.9,1.6,0.4,0.4,1.4,1.0,0
790,Myles Turner,60,8.8,49.8,0.1,21.4,1.5,72.7,1.1,0.7,0.4,1.4,1.1,0
791,Carl Landry,42,5.2,61.6,0.0,0.0,1.7,66.1,2.3,0.5,0.4,0.2,0.6,1
792,Acie Law,56,4.2,40.1,0.1,20.6,0.7,79.2,0.2,2.0,0.5,0.0,1.0,0
793,Nick Young,75,6.4,43.9,0.5,40.0,1.3,81.5,0.3,0.8,0.5,0.1,1.3,1
794,Jason Smith,76,4.1,45.5,0.1,28.6,0.7,65.9,1.0,0.3,0.3,0.7,0.6,1
795,Glen Davis,69,3.2,48.4,0.0,0.0,1.4,66.0,1.4,0.4,0.5,0.3,0.9,1
796,Javaris Crittenton,50,4.7,42.1,0.2,27.0,1.4,69.2,0.5,1.0,0.4,0.0,1.1,0
797,Spencer Hawes,71,4.5,45.9,0.1,19.0,0.5,65.5,1.0,0.6,0.2,0.6,0.8,1
798,Arron Afflalo,75,3.2,41.1,0.1,20.8,0.9,78.2,0.5,0.7,0.4,0.1,0.5,1
799,Aaron Brooks,51,4.4,41.3,0.7,33.0,0.8,85.7,0.3,1.7,0.3,0.1,0.9,1
800,C.J. Watson,32,3.2,42.6,0.3,34.6,0.7,79.3,0.4,1.1,0.5,0.0,0.6,1
801,Julian Wright,57,3.0,53.3,0.2,41.7,0.6,63.5,0.6,0.7,0.5,0.2,0.6,0
802,Chris Richard,52,1.7,47.1,0.0,0.0,0.3,59.3,1.0,0.3,0.2,0.2,0.5,0
803,Nick Fazekas,26,3.2,56.1,0.0,0.0,0.6,68.2,1.3,0.4,0.3,0.4,0.5,0
804,Aaron Gray,61,3.3,50.5,0.0,0.0,0.9,56.6,1.1,0.7,0.3,0.3,0.9,1
805,Dominic McGuire,70,1.5,37.9,0.0,16.7,0.2,43.8,0.8,0.6,0.3,0.4,0.6,1
806,Brandan Wright,38,2.9,55.4,0.0,0.0,0.7,67.5,1.0,0.2,0.2,0.6,0.3,1
807,Jermareo Davidson,38,3.3,40.8,0.0,0.0,0.5,64.3,0.6,0.3,0.2,0.4,0.5,0
808,Mario West,64,0.8,42.9,0.0,0.0,0.3,65.4,0.4,0.2,0.2,0.1,0.1,0
809,Demetris Nichols,14,1.6,26.1,0.2,23.1,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0
810,Willie Cauley-Stein,66,5.1,56.3,0.0,0.0,1.2,64.8,2.0,0.6,0.7,1.0,0.7,0
811,Brandon Roy,57,13.4,45.6,1.0,37.7,3.5,83.8,1.0,4.0,1.2,0.2,2.0,1
812,Adam Morrison,78,12.1,37.6,1.1,33.7,1.5,71.0,0.7,2.1,0.4,0.1,1.7,0
813,Rudy Gay,78,9.7,42.2,0.7,36.4,1.9,72.7,1.2,1.3,0.9,0.9,1.8,1
814,Rajon Rondo,78,5.8,41.8,0.1,20.7,1.5,64.7,0.9,3.8,1.6,0.1,1.8,1
815,Randy Foye,82,8.4,43.4,0.8,36.8,2.0,85.4,0.6,2.8,0.7,0.3,1.9,1
816,LaMarcus Aldridge,63,7.6,50.3,0.0,0.0,1.3,72.2,2.3,0.4,0.3,1.2,0.7,1
817,Tarence Kinsey,48,6.3,45.7,0.3,28.3,1.6,79.6,0.6,0.9,1.1,0.0,1.0,0
818,Josh Richardson,52,5.2,45.2,1.0,46.1,0.8,66.7,0.4,1.4,0.7,0.5,0.7,0
819,Craig Smith,82,5.6,53.1,0.0,0.0,1.4,62.4,1.8,0.6,0.6,0.2,0.9,1
820,Shelden Williams,81,4.5,45.5,0.0,50.0,1.4,76.4,1.6,0.5,0.6,0.5,1.2,1
821,Paul Millsap,82,4.9,52.5,0.0,33.3,1.7,67.3,2.2,0.8,0.8,0.9,1.1,1
822,Rodney Carney,67,5.9,46.4,0.4,34.7,0.8,60.9,0.6,0.4,0.6,0.3,0.6,1
823,Marcus Williams,79,6.7,39.5,0.6,28.2,0.9,84.7,0.4,3.3,0.4,0.0,1.8,0
824,Marcus Williams,79,6.7,39.5,0.6,28.2,0.9,84.7,0.4,3.3,0.4,0.0,1.8,0
825,Daniel Gibson,60,3.9,42.4,0.9,41.9,0.5,71.8,0.5,1.2,0.4,0.1,0.7,1
826,Renaldo Balkman,68,4.0,50.5,0.1,18.5,0.8,56.7,1.4,0.6,0.8,0.7,0.7,1
827,Rondae Hollis-Jefferson,29,4.8,45.7,0.1,28.6,1.3,71.2,1.3,1.5,1.3,0.6,0.9,0
828,Jordan Farmar,72,4.1,42.2,0.6,32.8,0.4,71.1,0.3,1.9,0.6,0.1,1.0,1
829,Allan Ray,47,5.5,38.6,1.0,41.4,0.9,76.4,0.4,0.9,0.4,0.1,0.9,0
830,Mardy Collins,52,4.4,38.2,0.3,27.7,0.9,58.5,0.5,1.6,0.6,0.1,1.1,0
831,J.J. Redick,42,4.6,41.0,0.9,38.8,1.3,90.0,0.2,0.9,0.3,0.0,0.5,1
832,Tyrus Thomas,72,3.9,47.5,0.0,0.0,1.5,60.6,1.2,0.6,0.6,1.1,1.3,1
833,Alexander Johnson,59,2.9,53.8,0.0,0.0,1.3,66.1,0.8,0.3,0.4,0.6,0.8,0
834,Cedric Simmons,43,3.1,41.7,0.0,0.0,0.4,48.5,1.0,0.3,0.2,0.5,0.5,0
835,Frank Kaminsky,81,6.5,41.0,0.8,33.7,1.3,73.0,0.9,1.2,0.5,0.5,0.7,0
836,Shawne Williams,46,3.5,46.9,0.4,36.5,0.2,55.0,0.7,0.5,0.1,0.2,0.5,1
837,Ronnie Brewer,56,3.4,52.8,0.0,0.0,1.0,67.5,0.7,0.4,0.7,0.1,0.4,1
838,David Noel,68,2.6,36.7,0.3,32.1,0.5,86.0,0.6,1.0,0.4,0.1,0.6,0
839,Solomon Jones,58,2.2,50.8,0.0,0.0,1.0,78.7,0.8,0.2,0.2,0.7,0.4,1
840,Leon Powe,63,2.8,44.6,0.0,0.0,1.7,73.6,1.5,0.2,0.2,0.3,0.8,1
841,Hilton Armstrong,56,2.2,54.4,0.0,0.0,0.7,59.7,1.0,0.2,0.2,0.5,0.6,1
842,Josh Boone,61,2.8,57.9,0.0,0.0,0.9,54.4,1.0,0.2,0.2,0.3,0.5,0
843,Lynn Greer,41,3.4,43.3,0.4,34.6,0.7,84.4,0.0,1.3,0.4,0.0,0.4,0
844,Chris Quinn,42,3.1,36.6,0.5,35.1,0.6,67.6,0.1,1.5,0.4,0.0,0.5,1
845,Anthony Brown,29,4.3,31.0,0.7,28.6,0.6,85.0,0.3,0.7,0.5,0.2,0.5,0
846,Quincy Douby,42,3.0,38.1,0.3,24.0,0.3,73.3,0.3,0.4,0.4,0.1,0.4,0
847,Hassan Adams,61,2.2,55.6,0.0,0.0,0.4,66.7,0.6,0.2,0.3,0.1,0.4,0
848,Bobby Jones,44,2.1,46.2,0.0,11.1,0.5,56.1,0.5,0.4,0.3,0.0,0.4,1
849,Bobby Jones,44,2.1,46.2,0.0,11.1,0.5,56.1,0.5,0.4,0.3,0.0,0.4,0
850,Andre Brown,38,1.9,56.8,0.0,0.0,0.2,60.0,0.7,0.1,0.2,0.1,0.8,0
851,Steve Novak,35,1.4,36.0,0.4,33.3,0.1,100.0,0.1,0.2,0.1,0.0,0.1,1
852,Chris Paul,78,12.1,43.0,0.6,28.2,5.1,84.7,0.8,7.8,2.2,0.1,2.4,1
853,Raymond Felton,80,11.0,39.1,1.2,35.8,2.0,72.5,1.0,5.6,1.3,0.1,2.3,1
854,Charlie Villanueva,81,11.6,46.3,0.9,32.7,1.4,70.6,2.2,1.1,0.7,0.8,1.2,1
855,Luther Head,80,7.9,40.3,1.4,36.1,1.1,69.9,0.4,2.7,1.1,0.1,1.5,1
856,Deron Williams,80,10.1,42.1,1.1,41.6,1.2,70.4,0.4,4.5,0.8,0.2,1.8,1
857,Larry Nance Jr.,63,4.8,52.7,0.0,10.0,0.5,68.1,1.6,0.7,0.9,0.4,0.7,0
858,Marvin Williams,79,6.7,44.3,0.2,24.5,2.4,74.7,1.5,0.8,0.6,0.3,1.1,1
859,Channing Frye,65,9.8,47.7,0.0,33.3,2.9,82.5,2.1,0.8,0.5,0.7,1.5,1
860,Danny Granger,78,6.1,46.2,0.4,32.3,1.5,77.7,1.7,1.2,0.7,0.8,1.0,1
861,Ryan Gomes,61,5.8,48.7,0.0,33.3,1.8,75.2,1.7,1.0,0.6,0.1,0.9,1
862,Nate Robinson,72,7.8,40.7,0.8,39.7,2.1,75.2,0.8,2.0,0.8,0.0,1.6,1
863,Salim Stoudamire,61,8.1,41.5,1.3,38.0,1.6,90.0,0.2,1.2,0.4,0.1,1.3,0
864,Jarrett Jack,79,5.4,44.2,0.3,26.3,1.6,80.0,0.2,2.8,0.5,0.0,1.3,1
865,T.J. McConnell,81,5.7,47.0,0.4,34.8,0.3,63.4,0.5,4.5,1.2,0.1,1.7,0
866,Joey Graham,80,5.2,47.8,0.4,33.3,1.4,81.2,0.7,0.8,0.5,0.2,1.1,1
867,Monta Ellis,49,6.5,41.5,0.6,34.1,0.9,71.2,0.4,1.6,0.7,0.2,1.2,1
868,Martell Webster,61,5.7,39.9,1.1,35.7,1.0,85.9,0.5,0.6,0.3,0.2,0.7,1
869,Rashad McCants,79,6.8,45.0,0.8,37.2,1.0,73.6,0.4,0.8,0.6,0.3,1.1,0
870,David Lee,67,3.4,59.6,0.0,0.0,1.1,57.7,1.6,0.6,0.5,0.3,0.8,1
871,David Lee,67,3.4,59.6,0.0,0.0,1.1,57.7,1.6,0.6,0.5,0.3,0.8,0
872,Alan Anderson,36,5.0,41.4,0.7,41.4,0.9,80.5,0.6,0.9,0.3,0.1,0.9,1
873,Orien Greene,80,3.2,39.5,0.1,22.5,0.6,66.2,0.5,1.6,1.0,0.1,1.4,0
874,Ike Diogu,69,4.8,52.4,0.0,0.0,2.0,81.0,1.4,0.4,0.2,0.4,1.1,1
875,Daniel Ewing,66,3.9,38.0,0.3,28.2,0.5,78.3,0.3,1.3,0.6,0.1,0.9,0
876,Gerald Fitch,18,4.9,33.7,0.4,26.9,0.9,73.9,0.4,1.8,0.4,0.3,0.8,0
877,James Singleton,59,2.6,51.0,0.2,50.0,0.7,78.0,1.1,0.5,0.3,0.4,0.5,1
878,Josh Powell,37,2.2,45.7,0.0,0.0,1.0,80.0,0.8,0.2,0.2,0.1,0.6,1
879,Hakim Warrick,68,3.4,44.3,0.0,0.0,1.1,66.1,0.6,0.4,0.2,0.3,0.8,1
880,Wayne Simien,43,2.8,48.3,0.0,0.0,0.7,88.2,0.9,0.2,0.3,0.0,0.6,0
881,Antoine Wright,39,2.1,35.8,0.0,6.7,0.3,50.0,0.2,0.3,0.1,0.1,0.5,1
882,Donell Taylor,51,2.7,39.0,0.1,23.5,0.6,69.8,0.3,0.9,0.6,0.1,0.7,0
883,C.J. Miles,23,3.3,36.8,0.2,25.0,0.8,75.0,0.8,0.7,0.3,0.1,0.4,1
884,Malcolm Brogdon,32,6.9,46.2,0.9,44.1,0.9,85.7,0.4,3.6,1.0,0.1,1.5,0
885,Kevin Burleson,39,2.3,25.0,0.3,18.5,0.4,94.1,0.1,1.2,0.7,0.1,0.6,0
886,Shavlik Randolph,57,1.7,45.4,0.0,0.0,0.8,60.6,1.0,0.3,0.3,0.2,0.4,1
887,Andrew Bynum,46,1.8,40.2,0.0,0.0,0.2,29.6,0.7,0.2,0.1,0.5,0.4,1
888,Lawrence Roberts,33,1.3,45.5,0.0,0.0,0.3,47.8,0.8,0.2,0.2,0.1,0.1,0
889,Emeka Okafor,73,13.7,44.7,0.0,0.0,2.9,60.9,3.8,0.9,0.8,1.7,1.7,1
890,Andre Iguodala,82,6.7,49.3,0.6,33.1,1.9,74.3,1.1,3.0,1.7,0.6,1.7,1
891,Dwight Howard,82,8.3,52.0,0.0,0.0,3.4,67.1,3.5,0.9,0.9,1.7,2.0,1
892,Josh Childress,80,8.0,47.0,0.2,23.2,2.4,82.3,2.4,1.9,0.9,0.4,1.3,1
893,Josh Smith,74,8.1,45.5,0.1,17.4,2.2,68.8,2.0,1.7,0.8,1.9,1.8,1
894,Chris Duhon,82,6.0,35.2,1.1,35.5,0.6,73.1,0.3,4.9,1.0,0.0,1.4,1
895,J.R. Smith,76,9.8,39.4,1.1,28.8,1.5,68.9,0.5,1.9,0.7,0.1,1.4,1
896,Quinton Ross,78,4.8,43.2,0.0,25.0,0.9,67.3,0.8,1.4,0.7,0.3,0.7,1
897,Jameer Nelson,79,7.9,45.5,0.6,31.2,0.9,68.2,0.7,3.0,1.0,0.0,1.5,1
898,Bobby Portis,62,7.0,42.7,0.3,30.8,0.8,72.7,2.0,0.8,0.4,0.3,0.9,0
899,Sebastian Telfair,68,6.3,39.3,0.3,24.6,1.5,78.9,0.1,3.3,0.5,0.1,1.8,1
900,Matt Freije,23,5.5,29.1,0.6,25.9,0.2,62.5,0.7,0.9,0.6,0.1,0.7,0
901,Matt Bonner,82,5.6,53.3,0.5,42.4,0.7,78.9,1.3,0.6,0.5,0.2,0.5,1
902,David Harrison,43,4.3,57.6,0.0,0.0,1.2,57.1,1.1,0.3,0.4,1.3,1.2,0
903,Trevor Ariza,80,4.9,44.2,0.0,23.1,1.5,69.5,1.1,1.1,0.9,0.2,0.9,1
904,Nick Collison,82,4.3,53.7,0.0,0.0,1.0,70.3,1.9,0.4,0.4,0.6,0.8,1
905,Tony Allen,77,5.0,47.5,0.2,38.7,1.5,73.7,1.1,0.8,1.0,0.3,1.0,1
906,Devin Harris,76,4.8,42.9,0.6,33.6,1.0,75.7,0.4,2.2,1.0,0.3,1.1,1
907,Jackson Vroman,46,4.3,41.2,0.0,0.0,1.0,64.0,1.4,0.9,0.5,0.4,1.4,0
908,Al Jefferson,71,5.2,52.8,0.0,0.0,1.2,63.0,1.7,0.3,0.3,0.8,0.9,1
909,Billy Thomas,25,3.8,36.2,0.7,30.4,0.3,77.8,0.3,0.7,0.6,0.0,0.4,0
910,Kirk Snyder,68,4.8,37.2,0.4,35.3,0.9,66.7,0.7,0.5,0.4,0.3,0.8,0
911,Royal Ivey,62,3.2,42.9,0.0,33.3,0.8,70.1,0.3,1.7,0.6,0.1,0.9,1
912,Kris Humphries,67,4.3,40.4,0.0,33.3,0.7,43.6,1.1,0.6,0.4,0.3,0.8,1
913,Delonte West,39,4.0,42.6,0.6,35.8,0.5,70.4,0.4,1.4,0.5,0.2,0.6,1
914,Andre Barrett,38,3.3,36.3,0.4,26.9,0.4,73.7,0.3,1.8,0.5,0.0,0.7,0
915,Lionel Chalmers,36,3.5,33.6,0.3,24.5,0.4,62.5,0.1,1.4,0.4,0.0,0.7,0
916,Jerian Grant,76,5.1,39.4,0.3,22.0,1.3,78.0,0.3,2.3,0.7,0.1,1.1,0
917,Donta Smith,38,3.0,38.9,0.2,27.3,0.9,68.8,0.5,1.0,0.6,0.1,0.7,0
918,James Thomas,11,1.8,60.0,0.0,0.0,0.2,33.3,1.5,0.4,0.4,0.4,0.6,0
919,Kevin Martin,45,2.6,38.5,0.1,20.0,0.8,65.5,0.6,0.5,0.4,0.1,0.5,1
920,LeBron James,79,18.9,41.7,0.8,29.0,4.4,75.4,1.3,5.9,1.6,0.7,3.5,1
921,Carmelo Anthony,82,17.9,42.6,0.8,32.2,5.0,77.7,2.2,2.8,1.2,0.5,3.0,1
922,Kirk Hinrich,76,10.8,38.6,1.9,39.0,1.8,80.4,0.6,6.8,1.3,0.3,2.7,1
923,Dwyane Wade,61,13.1,46.5,0.3,30.2,3.8,74.7,1.4,4.5,1.4,0.6,3.2,1
924,Chris Bosh,75,9.5,45.9,0.1,35.7,2.7,70.1,2.5,1.0,0.8,1.4,1.4,1
925,Jarvis Hayes,70,9.9,40.0,0.6,30.5,1.1,78.6,1.0,1.5,1.0,0.2,1.6,1
926,T.J. Ford,55,7.2,38.4,0.1,23.8,1.5,81.6,0.7,6.5,1.1,0.1,2.5,1
927,Keith Bogans,73,6.2,40.3,0.9,35.8,0.9,63.1,1.5,1.3,0.6,0.1,1.0,1
928,Udonis Haslem,75,6.0,45.9,0.0,0.0,1.9,76.5,2.5,0.7,0.4,0.3,1.0,1
929,Josh Howard,67,7.9,43.0,0.3,30.3,1.4,70.3,2.2,1.4,1.0,0.8,1.0,1
930,Chris Kaman,82,5.3,46.0,0.0,0.0,1.2,69.7,1.5,1.0,0.3,0.9,1.9,1
931,Tyus Jones,37,4.2,35.9,0.4,30.2,0.8,71.8,0.2,2.9,0.8,0.1,0.9,0
932,Matt Barnes,38,3.6,45.7,0.1,15.4,1.1,70.5,1.4,1.3,0.7,0.1,1.2,1
933,Ronald Dupree,47,6.0,39.4,0.1,44.4,1.4,62.9,1.2,1.2,0.7,0.4,1.1,1
934,Steve Blake,75,5.4,38.6,1.0,37.1,0.7,82.1,0.2,2.8,0.8,0.1,1.7,1
935,Marquis Daniels,56,7.3,49.4,0.2,30.6,1.1,76.9,1.2,2.1,0.9,0.2,0.8,1
936,Linton Johnson,41,5.0,35.5,0.2,21.2,0.5,59.5,1.4,0.7,0.9,0.8,0.9,1
937,Marcus Banks,81,5.5,40.0,0.3,31.4,1.2,75.6,0.4,2.2,1.1,0.2,1.5,1
938,Luke Ridnour,69,5.1,41.4,0.4,33.8,0.9,82.3,0.5,2.4,0.8,0.1,1.2,1
939,Willie Green,53,6.7,40.1,0.4,31.1,1.1,72.8,0.3,1.0,0.5,0.1,1.1,1
940,Chris McCullough,24,4.5,40.4,0.5,38.2,0.5,47.8,1.0,0.4,1.2,0.5,0.6,0
941,Mo Williams,57,5.3,38.0,0.2,25.6,0.8,78.6,0.4,1.3,0.5,0.0,0.9,1
942,David West,71,3.2,47.4,0.0,0.0,0.8,71.3,1.6,0.8,0.4,0.4,0.7,1
943,Brian Cook,35,4.0,47.5,0.0,0.0,0.6,75.0,0.9,0.6,0.5,0.5,0.5,1
944,Travis Hansen,41,3.2,35.4,0.2,30.0,0.5,81.5,0.7,0.5,0.2,0.2,0.4,0
945,Kyle Korver,74,4.4,35.2,1.1,39.1,0.3,79.2,0.4,0.5,0.3,0.1,0.6,1
946,Norman Powell,49,4.7,42.4,0.7,40.4,0.9,81.1,0.3,1.0,0.6,0.2,0.7,0
947,Brandon Hunter,36,3.2,45.7,0.0,0.0,0.5,44.2,1.4,0.5,0.4,0.0,0.6,0
948,Jason Kapono,41,3.1,40.3,0.5,47.7,0.5,83.3,0.5,0.3,0.3,0.1,0.5,1
949,Luke Walton,72,2.1,42.5,0.2,33.3,0.4,70.5,0.5,1.6,0.4,0.1,0.6,1
950,Reece Gaines,38,2.3,29.1,0.1,30.0,0.4,64.0,0.2,1.1,0.3,0.1,0.5,0
951,Richie Frahm,54,2.6,45.3,0.6,37.0,0.4,88.5,0.2,0.4,0.3,0.1,0.1,0
952,Matt Carroll,16,1.0,43.8,0.1,33.3,0.3,66.7,0.1,0.1,0.1,0.0,0.4,1
953,Caron Butler,78,13.2,41.6,0.4,31.8,4.0,82.4,1.7,2.7,1.8,0.4,2.5,1
954,Jonathon Simmons,55,4.4,50.4,0.3,38.3,1.3,75.0,0.3,1.1,0.4,0.1,1.0,0
955,Amar'e Stoudemire,82,10.1,47.2,0.0,20.0,3.9,66.1,3.0,1.0,0.8,1.1,2.3,1
